geneSet	motif	NES	AUC	TF_highConf	TF_lowConf	nEnrGenes	rankAtMax	enrichedGenes
16	metacluster_131.4	3.11	0.121	EGR2; EGR2; ZFHX2; ZNF141 (directAnnotation). 	CDC5L; EGR1; EGR1; EGR1; EGR2; EGR3; EGR4; IKZF3; KLF13; KLF8; KLF9; MAZ; MZF1; MZF1; PATZ1; PATZ1; PATZ1; SP1; TBX15; VEZF1; ZBTB17; ZNF148; ZNF202; ZNF300; ZNF354C; ZNF354C; ZNF398; ZNF398; ZNF740; ZSCAN4 (inferredBy_MotifSimilarity). SP1; SP5; ZBTB43; ZBTB43; ZBTB43; ZBTB5; ZBTB5; ZBTB5; ZBTB7A; ZBTB7A; ZBTB7A; ZNF367; ZNF367; ZNF367; ZNF740; ZNF740 (inferredBy_MotifSimilarity_n_Orthology). 	71	4887	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CD55;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLK1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTCH1;MYH9;NAMPT;NFX1;NHS;PACSIN2;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01100	3.11	0.121	ZBTB7A (directAnnotation). 	CHURC1 (inferredBy_MotifSimilarity). 	63	4394	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DIP2C;DPP10;DUSP16;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;LDLR;MAN1A1;MAP3K5;MAPK4;MTSS1;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PDE8A;PGAP1;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TLE1;UVRAG;ZEB2;ZFAND5;ZNF331;ZNF462;ZNF516;ZNF521
16	cisbp__M00788	3.1	0.121	ZFY (inferredBy_Orthology). 		39	2008	ANKRD44;ATP1B3;C1orf21;CADPS2;CHD1;COBLL1;CREM;CTNNA1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MAPK4;NAMPT;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;ZFAND5;ZNF521
16	flyfactorsurvey__Mad_FlyReg_FBgn0011648	3.1	0.121	SMAD9 (inferredBy_Orthology). 		63	4139	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GRK5;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;OGT;PACSIN2;PARD3B;PCNX1;PDE8A;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF331;ZNF521;ZNF536
16	transfac_pro__M07475	3.09	0.121	TBX5 (inferredBy_Orthology). 		33	1526	ADIPOR2;BTBD9;C1orf21;CADPS2;CHD1;COBLL1;CREM;DPP10;DUSP16;EPS15;FNDC3B;IRS2;LARP4B;MAN1A1;MAPK4;NAMPT;PCNX1;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TGFBR3;ZFAND5;ZNF331;ZNF462;ZNF521
16	metacluster_170.2	3.07	0.12	KLF1; KLF10; KLF10; KLF11; KLF11; KLF11; KLF12; KLF12; KLF14; KLF15; KLF17; KLF2; KLF5; KLF7; KLF7; KLF8; MAZ; MAZ; PATZ1; SP1; SP1; SP1; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP4; SP4; SP5; SP6; SP7; SP8; SP9; ZNF281 (directAnnotation). E2F1; E2F4; KLF10; KLF13; KLF14; KLF17; KLF2; KLF7; SP1; SP1; SP3; SP4; SP5; SP6; SP7 (inferredBy_Orthology). 	E2F1; E2F4; E2F6; E2F6; E2F7; EGR2; EGR4; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF11; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF13; KLF13; KLF13; KLF13; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF16; KLF17; KLF17; KLF17; KLF17; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF4; KLF4; KLF4; KLF5; KLF5; KLF6; KLF6; KLF6; KLF7; KLF7; KLF7; KLF7; KLF7; KLF7; KLF7; KLF7; KLF7; KLF7; KLF8; KLF8; KLF8; KLF8; KLF8; KLF8; KLF8; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; MAZ; MAZ; PATZ1; PATZ1; PATZ1; PATZ1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP6; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP7; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP8; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; SP9; TFDP1; TFDP1; TFDP2; VEZF1; ZBTB14; ZNF148; ZNF148; ZNF398 (inferredBy_MotifSimilarity). E2F4; E2F4; E2F4; E2F4; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF16; KLF17; KLF17; KLF17; KLF18; KLF18; KLF18; KLF18; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF2; KLF5; KLF7; KLF7; KLF8; SP1; SP1; SP1; SP1; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP5; SP5; SP5; SP5; SP6; SP7; ZBTB17 (inferredBy_MotifSimilarity_n_Orthology). 	37	1702	ANKRD44;ATP1B3;ATP2A2;C1orf21;CADPS2;CHD1;CMIP;CREM;DPP10;DUSP16;EPS15;ERN1;FNDC3B;IRS2;LARP4B;MAN1A1;MAPK4;MFSD14B;MYH9;PCNX1;PHF10;PRKG1;RBBP7;RDX;SGMS1;SIK2;SLC16A10;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TRIM24;ZEB2;ZFAND5;ZNF516;ZNF521
16	jaspar__MA1122.1	3.06	0.12	TFDP1 (directAnnotation). 	E2F1; E2F4; E2F6 (inferredBy_MotifSimilarity). 	65	4919	ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DPP10;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FDX1;FILIP1L;FMNL2;FNDC3B;GRK5;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;MYH9;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PDE8A;PGAP1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;RNF187;SEMA6A;SGK1;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF521
16	transfac_pro__M01973	3.06	0.12	PLAG1 (directAnnotation). 		61	4415	ACADVL;ANKRD44;BTBD9;C1orf21;CADPS2;CD55;CDK8;CHD1;COBLL1;CREM;CTNNA1;CYB5B;DIP2C;DPP10;DUSP16;ECE1;EPS15;ERN1;FMNL2;FNDC3B;GRAMD1B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;NAMPT;NHS;OGT;PACSIN2;PAPSS2;PCNX1;PDE8A;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGK1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SUGCT;TCF7L2;TLE1;TRIM24;UTY;VAV2;VEGFA;ZEB2;ZFAND5;ZNF331;ZNF516;ZNF521
16	transfac_pro__M03811	3.06	0.12	TFAP2C (directAnnotation). 		72	4535	ABTB2;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CD46;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GRK5;IRS2;ITPR1;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	kznf__EGR2_Barrera2016.2_PBM	3.05	0.12	EGR2 (directAnnotation). 		70	4993	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLK1;DPP10;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;ITPR1;KCNQ1;LARP4B;MAN1A1;MAP3K5;MAPK4;MTCH1;MTSS1;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TBX3;TCEAL9;TCF7L2;TGFBR3;TLE1;TNS1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01858	3.04	0.119	TFAP2B (directAnnotation). 		77	4972	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;GRK5;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;RNF187;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
